area,price/sqm,condition,status,district,type
756.0,10.582010582010582,newly renovated,new building,Saburtalo,office
520.0,18.26923076923077,newly renovated,new building,Saburtalo,commercial
1000.0,17.9,newly renovated,new building,Saburtalo,commercial
110.0,27.272727272727273,newly renovated,new building,Saburtalo,commercial
610.0,11.475409836065573,newly renovated,new building,Saburtalo,office
160.0,15.625,newly renovated,new building,Saburtalo,commercial
120.0,10.0,newly renovated,new building,Saburtalo,office
434.0,15.898617511520737,newly renovated,old building,Saburtalo,commercial
105.0,11.428571428571429,newly renovated,new building,Saburtalo,office
1000.0,14.5,newly renovated,new building,Saburtalo,commercial
110.0,18.181818181818183,newly renovated,old building,Saburtalo,commercial
140.0,20.714285714285715,newly renovated,old building,Saburtalo,commercial
1000.0,17.0,newly renovated,new building,Saburtalo,office
125.0,12.0,newly renovated,new building,Saburtalo,commercial
105.0,18.952380952380953,newly renovated,new building,Saburtalo,commercial
140.0,18.5,newly renovated,new building,Saburtalo,commercial
100.0,16.7,renovated,new building,Saburtalo,commercial
100.0,10.0,newly renovated,old building,Saburtalo,office
1200.0,20.0,needs renovation,old building,Saburtalo,office
380.0,25.263157894736842,newly renovated,new building,Saburtalo,office
100.0,14.9,newly renovated,new building,Saburtalo,commercial
130.0,6.538461538461538,old renovated,old building,Saburtalo,warehouse
180.0,6.611111111111111,newly renovated,new building,Saburtalo,warehouse
150.0,8.6,newly renovated,new building,Saburtalo,commercial
500.0,10.0,newly renovated,new building,Saburtalo,office
410.0,12.195121951219512,newly renovated,new building,Saburtalo,commercial
380.0,7.078947368421052,newly renovated,new building,Saburtalo,office
200.0,21.0,newly renovated,new building,Saburtalo,office
850.0,14.117647058823529,newly renovated,new building,Saburtalo,office
120.0,12.416666666666666,newly renovated,new building,Saburtalo,commercial
400.0,12.475,newly renovated,new building,Saburtalo,office
152.0,7.828947368421052,newly renovated,new building,Saburtalo,office
250.0,9.6,under renovation,under construction,Saburtalo,commercial
850.0,11.764705882352942,newly renovated,new building,Saburtalo,office
150.0,5.333333333333333,newly renovated,new building,Saburtalo,office
105.0,12.380952380952381,newly renovated,new building,Saburtalo,commercial
200.0,30.0,newly renovated,new building,Saburtalo,office
200.0,26.0,newly renovated,new building,Saburtalo,office
100.0,30.0,newly renovated,old building,Saburtalo,commercial
180.0,13.88888888888889,newly renovated,new building,Saburtalo,commercial
205.0,17.073170731707318,old renovated,old building,Saburtalo,office
380.0,7.868421052631579,newly renovated,new building,Saburtalo,office
150.0,9.933333333333334,newly renovated,new building,Saburtalo,warehouse
200.0,9.95,newly renovated,new building,Saburtalo,office
186.0,21.451612903225808,newly renovated,new building,Saburtalo,office
191.0,17.172774869109947,newly renovated,new building,Saburtalo,office
230.0,13.0,old renovated,old building,Saburtalo,warehouse
200.0,10.0,newly renovated,new building,Saburtalo,office
620.0,10.161290322580646,newly renovated,new building,Saburtalo,office
380.0,7.368421052631579,newly renovated,new building,Saburtalo,office
133.0,8.045112781954888,white frame,new building,Saburtalo,commercial
130.0,12.307692307692308,newly renovated,new building,Saburtalo,commercial
330.0,12.121212121212121,white frame,new building,Saburtalo,commercial
196.0,10.153061224489797,newly renovated,new building,Saburtalo,office
105.0,14.285714285714286,newly renovated,new building,Saburtalo,commercial
200.0,12.5,old renovated,old building,Saburtalo,office
105.0,18.952380952380953,newly renovated,new building,Saburtalo,commercial
250.0,10.0,under renovation,under construction,Saburtalo,commercial
480.0,5.104166666666667,old renovated,old building,Saburtalo,office
410.0,12.170731707317072,newly renovated,new building,Saburtalo,office
230.0,13.0,old renovated,old building,Saburtalo,office
139.0,10.79136690647482,newly renovated,new building,Saburtalo,commercial
100.0,8.0,newly renovated,new building,Saburtalo,warehouse
232.0,8.620689655172415,newly renovated,new building,Saburtalo,office
240.0,8.291666666666666,newly renovated,new building,Saburtalo,office
128.0,15.546875,newly renovated,new building,Saburtalo,commercial
150.0,5.933333333333334,newly renovated,new building,Saburtalo,office
150.0,5.933333333333334,newly renovated,new building,Saburtalo,office
450.0,6.2,old renovated,new building,Saburtalo,commercial
180.0,13.833333333333334,newly renovated,new building,Saburtalo,office
350.0,24.285714285714285,newly renovated,new building,Saburtalo,office
210.0,10.952380952380953,newly renovated,new building,Saburtalo,office
105.0,16.19047619047619,newly renovated,new building,Saburtalo,office
250.0,25.8,newly renovated,new building,Saburtalo,warehouse
200.0,17.5,newly renovated,new building,Saburtalo,warehouse
1645.0,12.158054711246201,black frame,under construction,Saburtalo,office
713.0,28.050490883590463,newly renovated,new building,Saburtalo,warehouse
120.0,12.5,newly renovated,new building,Saburtalo,warehouse
150.0,9.866666666666667,newly renovated,new building,Saburtalo,commercial
756.0,10.582010582010582,newly renovated,new building,Saburtalo,office
100.0,8.0,newly renovated,new building,Saburtalo,office
205.0,17.5609756097561,old renovated,old building,Saburtalo,warehouse
713.0,26.64796633941094,newly renovated,new building,Saburtalo,office
490.0,10.183673469387756,newly renovated,new building,Saburtalo,commercial
850.0,14.941176470588236,newly renovated,new building,Saburtalo,office
320.0,15.59375,newly renovated,new building,Saburtalo,commercial
190.0,10.473684210526315,newly renovated,new building,Saburtalo,warehouse
115.0,9.565217391304348,newly renovated,new building,Saburtalo,warehouse
300.0,10.0,newly renovated,new building,Saburtalo,office
100.0,9.9,newly renovated,new building,Saburtalo,office
100.0,11.9,newly renovated,new building,Saburtalo,commercial
200.0,5.5,old renovated,old building,Saburtalo,office
1000.0,20.0,newly renovated,new building,Saburtalo,commercial
500.0,6.4,needs renovation,old building,Saburtalo,commercial
122.0,9.01639344262295,newly renovated,new building,Saburtalo,commercial
100.0,8.0,newly renovated,new building,Saburtalo,commercial
380.0,25.0,newly renovated,new building,Saburtalo,commercial
123.0,14.552845528455284,black frame,under construction,Saburtalo,office
713.0,26.64796633941094,newly renovated,new building,Saburtalo,commercial
220.0,17.727272727272727,newly renovated,new building,Saburtalo,warehouse
137.0,14.525547445255475,newly renovated,new building,Saburtalo,office
115.0,13.91304347826087,newly renovated,new building,Saburtalo,warehouse
250.0,11.6,newly renovated,new building,Saburtalo,warehouse
220.0,11.318181818181818,newly renovated,new building,Saburtalo,commercial
180.0,9.166666666666666,newly renovated,new building,Saburtalo,commercial
1645.0,12.158054711246201,black frame,new building,Saburtalo,commercial
100.0,18.0,newly renovated,new building,Saburtalo,commercial
180.0,15.0,newly renovated,new building,Saburtalo,office
200.0,17.25,newly renovated,new building,Saburtalo,office
712.0,26.685393258426966,newly renovated,new building,Saburtalo,warehouse
230.0,12.608695652173912,old renovated,old building,Saburtalo,office
140.0,12.142857142857142,newly renovated,new building,Saburtalo,office
1240.0,20.0,needs renovation,old building,Saburtalo,office
130.0,13.846153846153847,newly renovated,new building,Saburtalo,office
350.0,14.285714285714286,newly renovated,new building,Saburtalo,office
105.0,24.761904761904763,newly renovated,new building,Saburtalo,office
200.0,26.0,newly renovated,new building,Saburtalo,office
100.0,10.0,newly renovated,new building,Saburtalo,commercial
107.6,11.152416356877325,newly renovated,new building,Saburtalo,office
120.0,8.333333333333334,newly renovated,new building,Saburtalo,office
140.0,14.428571428571429,newly renovated,new building,Saburtalo,commercial
1100.0,30.0,newly renovated,new building,Saburtalo,commercial
140.0,10.0,newly renovated,new building,Saburtalo,commercial
329.0,18.206686930091184,newly renovated,new building,Saburtalo,office
140.0,8.571428571428571,newly renovated,new building,Saburtalo,office
450.0,9.777777777777779,under renovation,new building,Saburtalo,commercial
200.0,17.5,newly renovated,new building,Saburtalo,commercial
200.0,14.45,newly renovated,new building,Saburtalo,office
115.0,11.304347826086957,newly renovated,new building,Saburtalo,commercial
350.0,13.714285714285714,newly renovated,new building,Saburtalo,commercial
140.0,12.714285714285714,newly renovated,new building,Saburtalo,commercial
400.0,12.475,newly renovated,new building,Saburtalo,commercial
150.0,13.333333333333334,newly renovated,new building,Saburtalo,commercial
125.0,19.92,newly renovated,new building,Saburtalo,office
200.0,14.5,newly renovated,old building,Saburtalo,commercial
125.0,19.2,newly renovated,new building,Saburtalo,commercial
150.0,13.333333333333334,newly renovated,new building,Saburtalo,commercial
150.0,14.0,newly renovated,new building,Saburtalo,commercial
150.0,13.266666666666667,newly renovated,new building,Saburtalo,office
450.0,11.11111111111111,needs renovation,new building,Saburtalo,commercial
520.0,17.28846153846154,newly renovated,new building,Saburtalo,commercial
180.0,9.166666666666666,newly renovated,new building,Saburtalo,office
122.0,9.836065573770492,newly renovated,new building,Saburtalo,office
120.0,7.5,renovated,old building,Saburtalo,commercial
120.0,7.5,renovated,new building,Saburtalo,commercial
115.0,8.695652173913043,newly renovated,new building,Saburtalo,office
175.0,11.428571428571429,newly renovated,new building,Saburtalo,commercial
120.0,11.583333333333334,newly renovated,new building,Saburtalo,office
120.0,10.833333333333334,newly renovated,new building,Saburtalo,commercial
125.0,19.2,newly renovated,new building,Saburtalo,office
170.0,13.529411764705882,newly renovated,new building,Saburtalo,office
100.0,16.0,renovated,old building,Saburtalo,commercial
191.0,20.94240837696335,newly renovated,old building,Saburtalo,office
182.0,13.736263736263735,newly renovated,new building,Saburtalo,commercial
657.0,12.1765601217656,newly renovated,old building,Saburtalo,office
120.0,7.5,newly renovated,new building,Saburtalo,commercial
120.0,7.5,renovated,new building,Saburtalo,commercial
715.0,15.944055944055943,newly renovated,new building,Saburtalo,commercial
120.0,8.333333333333334,renovated,new building,Saburtalo,office
450.0,11.11111111111111,newly renovated,new building,Saburtalo,office
178.0,22.471910112359552,newly renovated,new building,Saburtalo,commercial
178.0,22.471910112359552,newly renovated,new building,Saburtalo,office
250.0,14.0,newly renovated,new building,Saburtalo,office
160.0,15.625,renovated,old building,Saburtalo,commercial
300.0,18.0,newly renovated,new building,Saburtalo,office
360.0,8.88888888888889,newly renovated,new building,Saburtalo,office
230.0,12.608695652173912,newly renovated,new building,Saburtalo,office
950.0,15.368421052631579,newly renovated,new building,Saburtalo,office
320.0,12.5,newly renovated,new building,Saburtalo,office
100.22,27.7389742566354,newly renovated,new building,Saburtalo,office
434.0,15.898617511520737,renovated,old building,Saburtalo,commercial
200.0,20.0,newly renovated,old building,Saburtalo,office
315.0,20.634920634920636,newly renovated,new building,Saburtalo,office
353.0,19.26345609065156,renovated,new building,Saburtalo,office
1823.0,10.970927043335163,newly renovated,new building,Saburtalo,commercial
600.0,20.0,newly renovated,new building,Saburtalo,office
627.0,20.73365231259968,newly renovated,new building,Saburtalo,office
317.0,22.082018927444796,newly renovated,new building,Saburtalo,office
130.0,23.076923076923077,newly renovated,old building,Saburtalo,commercial
1000.0,21.5,newly renovated,new building,Saburtalo,commercial
120.0,11.666666666666666,newly renovated,new building,Saburtalo,office
500.0,16.0,newly renovated,new building,Saburtalo,office
120.0,7.416666666666667,newly renovated,new building,Saburtalo,commercial
120.0,10.0,renovated,new building,Saburtalo,commercial
258.0,13.992248062015504,newly renovated,new building,Saburtalo,commercial
200.0,10.0,white frame,new building,Saburtalo,office
700.0,5.714285714285714,newly renovated,new building,Saburtalo,office
600.0,12.0,needs renovation,new building,Saburtalo,commercial
700.0,5.714285714285714,newly renovated,new building,Saburtalo,commercial
107.0,9.345794392523365,newly renovated,new building,Saburtalo,office
230.0,21.73913043478261,newly renovated,new building,Saburtalo,commercial
160.0,21.875,newly renovated,new building,Saburtalo,office
600.0,12.0,newly renovated,new building,Saburtalo,commercial
600.0,12.0,black frame,new building,Saburtalo,commercial
290.0,5.172413793103448,green frame,under construction,Saburtalo,commercial
600.0,6.666666666666667,newly renovated,new building,Saburtalo,commercial
133.0,10.0,old renovated,new building,Saburtalo,commercial
205.0,9.75609756097561,newly renovated,new building,Saburtalo,commercial
300.0,10.666666666666666,newly renovated,new building,Saburtalo,commercial
434.0,15.898617511520737,newly renovated,new building,Saburtalo,commercial
110.0,7.2727272727272725,newly renovated,new building,Saburtalo,office
410.0,21.951219512195124,newly renovated,old building,Saburtalo,office
110.0,14.545454545454545,newly renovated,new building,Saburtalo,commercial
140.0,12.857142857142858,newly renovated,new building,Saburtalo,office
